t, portAccel, starAccel, portVel, starVel, portDist, starDist, xPos, yPos, theta
29.100000,1.256096,0.732723,62.937097,36.713307,6401.640372,3734.290217,13.281512,17.134292,-88.911672
29.110000,1.255664,0.732470,62.949658,36.720634,6405.417352,3736.493455,15.806247,15.532273,-88.964130
29.120000,1.255231,0.732218,62.962215,36.727958,6409.195085,3738.697133,18.241954,13.796863,-89.016598
29.130000,1.254799,0.731966,62.974767,36.735281,6412.973571,3740.901250,20.581571,11.932975,-89.069077
29.140000,1.254367,0.731714,62.987315,36.742600,6416.752810,3743.105806,22.818307,9.945901,-89.121567
29.150000,1.253935,0.731462,62.999859,36.749917,6420.532801,3745.310801,24.945660,7.841291,-89.174067
29.160000,1.253503,0.731210,63.012398,36.757232,6424.313545,3747.516235,26.957439,5.625140,-89.226577
29.170000,1.253071,0.730958,63.024933,36.764544,6428.095041,3749.722107,28.847777,3.303768,-89.279098
29.180000,1.252640,0.730707,63.037464,36.771854,6431.877289,3751.928418,30.611154,0.883807,-89.331629
29.190000,1.252208,0.730455,63.049990,36.779161,6435.660288,3754.135168,32.242409,-1.627822,-89.384171
29.200000,1.251777,0.730203,63.062512,36.786465,6439.444039,3756.342356,33.736760,-4.223926,-89.436723
29.210000,1.251346,0.729952,63.075030,36.793767,6443.228541,3758.549982,35.089812,-6.897060,-89.489285
29.220000,1.250915,0.729701,63.087543,36.801067,6447.013793,3760.758046,36.297578,-9.639552,-89.541858
29.230000,1.250484,0.729449,63.100052,36.808364,6450.799796,3762.966548,37.356484,-12.443521,-89.594442
29.240000,1.250054,0.729198,63.112557,36.815658,6454.586550,3765.175487,38.263383,-15.300900,-89.647035
29.250000,1.249623,0.728947,63.125058,36.822950,6458.374053,3767.384864,39.015565,-18.203462,-89.699640
29.260000,1.249193,0.728696,63.137554,36.830240,6462.162307,3769.594679,39.610765,-21.142840,-89.752254
29.270000,1.248763,0.728445,63.150046,36.837527,6465.951309,3771.804930,40.047171,-24.110552,-89.804879
29.280000,1.248333,0.728194,63.162534,36.844811,6469.741061,3774.015619,40.323427,-27.098026,-89.857515
29.290000,1.247903,0.727943,63.175017,36.852093,6473.531562,3776.226745,40.438640,-30.096627,-89.910161
29.300000,1.247473,0.727693,63.187496,36.859373,6477.322812,3778.438307,40.392383,-33.097677,-89.962817
29.310000,1.247043,0.727442,63.199971,36.866650,6481.114810,3780.650306,40.184696,-36.092483,-90.015483
29.320000,1.246614,0.727191,63.212441,36.873924,6484.907557,3782.862741,39.816088,-39.072362,-90.068161
29.330000,1.246185,0.726941,63.224907,36.881196,6488.701051,3785.075613,39.287533,-42.028667,-90.120848
29.340000,1.245756,0.726691,63.237369,36.888465,6492.495293,3787.288921,38.600472,-44.952810,-90.173546
29.350000,1.245326,0.726440,63.249827,36.895732,6496.290283,3789.502665,37.756807,-47.836288,-90.226254
29.360000,1.244898,0.726190,63.262280,36.902997,6500.086020,3791.716845,36.758896,-50.670710,-90.278972
29.370000,1.244469,0.725940,63.274729,36.910259,6503.882504,3793.931460,35.609545,-53.447817,-90.331701
29.380000,1.244040,0.725690,63.287174,36.917518,6507.679734,3796.146511,34.312007,-56.159510,-90.384441
29.390000,1.243612,0.725440,63.299614,36.924775,6511.477711,3798.361998,32.869966,-58.797871,-90.437190
29.400000,1.243184,0.725190,63.312050,36.932029,6515.276434,3800.577920,31.287530,-61.355191,-90.489950
29.410000,1.242756,0.724941,63.324482,36.939281,6519.075903,3802.794277,29.569218,-63.823985,-90.542721
29.420000,1.242328,0.724691,63.336910,36.946531,6522.876117,3805.011068,27.719951,-66.197022,-90.595502
29.430000,1.241900,0.724441,63.349333,36.953777,6526.677077,3807.228295,25.745035,-68.467341,-90.648293
29.440000,1.241472,0.724192,63.361752,36.961022,6530.478782,3809.445956,23.650146,-70.628274,-90.701094
29.450000,1.241044,0.723943,63.374167,36.968264,6534.281232,3811.664052,21.441314,-72.673465,-90.753906
29.460000,1.240617,0.723693,63.386577,36.975503,6538.084427,3813.882582,19.124910,-74.596890,-90.806728
29.470000,1.240190,0.723444,63.398983,36.982740,6541.888366,3816.101547,16.707621,-76.392873,-90.859561
29.480000,1.239763,0.723195,63.411385,36.989975,6545.693049,3818.320945,14.196437,-78.056106,-90.912403
29.490000,1.239336,0.722946,63.423783,36.997207,6549.498476,3820.540778,11.598626,-79.581661,-90.965257
29.500000,1.238909,0.722697,63.436176,37.004436,6553.304647,3822.761044,8.921719,-80.965009,-91.018120
29.510000,1.238482,0.722448,63.448565,37.011663,6557.111561,3824.981744,6.173481,-82.202031,-91.070994
29.520000,1.238056,0.722199,63.460950,37.018887,6560.919218,3827.202877,3.361897,-83.289031,-91.123878
29.530000,1.237629,0.721951,63.473331,37.026109,6564.727617,3829.424443,0.495140,-84.222748,-91.176772
29.540000,1.237203,0.721702,63.485707,37.033329,6568.536760,3831.646443,-2.418445,-85.000367,-91.229677
29.550000,1.236777,0.721453,63.498079,37.040546,6572.346645,3833.868876,-5.370370,-85.619525,-91.282592
29.560000,1.236351,0.721205,63.510447,37.047761,6576.157271,3836.091742,-8.352024,-86.078321,-91.335518
29.570000,1.235926,0.720957,63.522810,37.054973,6579.968640,3838.315040,-11.354705,-86.375322,-91.388453
29.580000,1.235500,0.720708,63.535169,37.062182,6583.780750,3840.538771,-14.369638,-86.509565,-91.441399
29.590000,1.235074,0.720460,63.547524,37.069389,6587.593602,3842.762934,-17.388006,-86.480566,-91.494356
29.600000,1.234649,0.720212,63.559875,37.076594,6591.407194,3844.987530,-20.400973,-86.288314,-91.547322
29.610000,1.234224,0.719964,63.572222,37.083796,6595.221527,3847.212558,-23.399710,-85.933281,-91.600299
29.620000,1.233799,0.719716,63.584564,37.090996,6599.036601,3849.438017,-26.375421,-85.416414,-91.653286
29.630000,1.233374,0.719468,63.596902,37.098193,6602.852415,3851.663909,-29.319372,-84.739134,-91.706284
29.640000,1.232949,0.719220,63.609236,37.105387,6606.668969,3853.890232,-32.222911,-83.903338,-91.759291
29.650000,1.232525,0.718973,63.621565,37.112580,6610.486263,3856.116987,-35.077497,-82.911386,-91.812309
29.660000,1.232100,0.718725,63.633890,37.119769,6614.304297,3858.344173,-37.874726,-81.766100,-91.865337
29.670000,1.231676,0.718478,63.646211,37.126957,6618.123069,3860.571790,-40.606353,-80.470755,-91.918376
29.680000,1.231252,0.718230,63.658528,37.134141,6621.942581,3862.799839,-43.264321,-79.029070,-91.971425
29.690000,1.230828,0.717983,63.670841,37.141324,6625.762832,3865.028318,-45.840777,-77.445196,-92.024484
29.700000,1.230404,0.717736,63.683149,37.148504,6629.583820,3867.257229,-48.328104,-75.723708,-92.077553
29.710000,1.229980,0.717488,63.695453,37.155681,6633.405548,3869.486569,-50.718940,-73.869588,-92.130633
29.720000,1.229556,0.717241,63.707753,37.162856,6637.228013,3871.716341,-53.006197,-71.888213,-92.183722
29.730000,1.229133,0.716994,63.720048,37.170028,6641.051216,3873.946542,-55.183089,-69.785341,-92.236822
29.740000,1.228710,0.716747,63.732340,37.177198,6644.875156,3876.177174,-57.243145,-67.567092,-92.289933
29.750000,1.228287,0.716501,63.744627,37.184366,6648.699834,3878.408236,-59.180234,-65.239930,-92.343053
29.760000,1.227864,0.716254,63.756910,37.191531,6652.525248,3880.639728,-60.988582,-62.810649,-92.396184
29.770000,1.227441,0.716007,63.769188,37.198693,6656.351400,3882.871650,-62.662787,-60.286348,-92.449325
29.780000,1.227018,0.715761,63.781463,37.205853,6660.178287,3885.104001,-64.197840,-57.674412,-92.502476
29.790000,1.226596,0.715514,63.793733,37.213011,6664.005911,3887.336782,-65.589135,-54.982494,-92.555638
29.800000,1.226173,0.715268,63.805999,37.220166,6667.834271,3889.569992,-66.832488,-52.218488,-92.608809
29.810000,1.225751,0.715021,63.818260,37.227319,6671.663367,3891.803631,-67.924147,-49.390508,-92.661991
29.820000,1.225329,0.714775,63.830518,37.234469,6675.493198,3894.037699,-68.860803,-46.506865,-92.715183
29.830000,1.224907,0.714529,63.842771,37.241617,6679.323764,3896.272196,-69.639603,-43.576043,-92.768386
29.840000,1.224485,0.714283,63.855020,37.248762,6683.155065,3898.507121,-70.258158,-40.606672,-92.821598
29.850000,1.224063,0.714037,63.867265,37.255905,6686.987101,3900.742476,-70.714550,-37.607503,-92.874821
29.860000,1.223642,0.713791,63.879506,37.263045,6690.819872,3902.978258,-71.007339,-34.587386,-92.928054
29.870000,1.223220,0.713545,63.891742,37.270183,6694.653376,3905.214469,-71.135566,-31.555238,-92.981297
29.880000,1.222799,0.713299,63.903974,37.277318,6698.487615,3907.451109,-71.098759,-28.520022,-93.034550
29.890000,1.222378,0.713054,63.916202,37.284451,6702.322587,3909.688176,-70.896935,-25.490719,-93.087814
29.900000,1.221957,0.712808,63.928426,37.291582,6706.158292,3911.925671,-70.530598,-22.476297,-93.141087
29.910000,1.221536,0.712563,63.940646,37.298710,6709.994731,3914.163593,-70.000741,-19.485692,-93.194371
29.920000,1.221115,0.712317,63.952861,37.305836,6713.831903,3916.401943,-69.308840,-16.527776,-93.247665
29.930000,1.220695,0.712072,63.965072,37.312959,6717.669807,3918.640721,-68.456856,-13.611334,-93.300970
29.940000,1.220275,0.711827,63.977279,37.320080,6721.508444,3920.879926,-67.447224,-10.745032,-93.354284
29.950000,1.219854,0.711582,63.989482,37.327198,6725.347813,3923.119557,-66.282849,-7.937401,-93.407609
29.960000,1.219434,0.711337,64.001681,37.334314,6729.187914,3925.359616,-64.967100,-5.196801,-93.460943
29.970000,1.219014,0.711092,64.013875,37.341427,6733.028746,3927.600102,-63.503795,-2.531403,-93.514288
29.980000,1.218594,0.710847,64.026065,37.348538,6736.870310,3929.841014,-61.897197,0.050839,-93.567643
29.990000,1.218175,0.710602,64.038251,37.355646,6740.712605,3932.082353,-60.151996,2.542208,-93.621008
30.000000,1.217755,0.710357,64.050433,37.362752,6744.555631,3934.324118,-58.273298,4.935254,-93.674384
30.010000,1.217336,0.710113,64.062610,37.369856,6748.399388,3936.566309,-56.266614,7.222809,-93.727769
30.020000,1.216917,0.709868,64.074784,37.376957,6752.243875,3938.808927,-54.137836,9.398013,-93.781165
30.030000,1.216498,0.709624,64.086953,37.384056,6756.089092,3941.051970,-51.893228,11.454336,-93.834571
30.040000,1.216079,0.709379,64.099118,37.391152,6759.935039,3943.295439,-49.539402,13.385592,-93.887987
30.050000,1.215660,0.709135,64.111279,37.398246,6763.781716,3945.539334,-47.083303,15.185965,-93.941413
30.060000,1.215241,0.708891,64.123435,37.405337,6767.629122,3947.783654,-44.532186,16.850022,-93.994849
30.070000,1.214823,0.708647,64.135588,37.412426,6771.477257,3950.028400,-41.893595,18.372730,-94.048295
30.080000,1.214404,0.708403,64.147736,37.419513,6775.326121,3952.273571,-39.175344,19.749474,-94.101752
30.090000,1.213986,0.708159,64.159880,37.426597,6779.175714,3954.519166,-36.385488,20.976070,-94.155218
30.100000,1.213568,0.707915,64.172020,37.433678,6783.026035,3956.765187,-33.532307,22.048778,-94.208695
30.110000,1.213150,0.707671,64.184155,37.440757,6786.877084,3959.011633,-30.624273,22.964312,-94.262182
30.120000,1.212732,0.707427,64.196287,37.447834,6790.728862,3961.258503,-27.670034,23.719853,-94.315679
30.130000,1.212315,0.707184,64.208414,37.454908,6794.581367,3963.505797,-24.678379,24.313058,-94.369186
30.140000,1.211897,0.706940,64.220537,37.461980,6798.434599,3965.753516,-21.658221,24.742065,-94.422703
30.150000,1.211480,0.706697,64.232656,37.469050,6802.288558,3968.001659,-18.618565,25.005501,-94.476230
30.160000,1.211063,0.706453,64.244771,37.476116,6806.143244,3970.250226,-15.568480,25.102489,-94.529767
30.170000,1.210646,0.706210,64.256882,37.483181,6809.998657,3972.499217,-12.517077,25.032645,-94.583315
30.180000,1.210229,0.705967,64.268988,37.490243,6813.854797,3974.748631,-9.473479,24.796087,-94.636872
30.190000,1.209812,0.705724,64.281091,37.497303,6817.711662,3976.998470,-6.446794,24.393428,-94.690440
30.200000,1.209395,0.705481,64.293189,37.504360,6821.569253,3979.248731,-3.446086,23.825783,-94.744017
30.210000,1.208979,0.705238,64.305283,37.511415,6825.427570,3981.499416,-0.480352,23.094758,-94.797605
30.220000,1.208562,0.704995,64.317372,37.518467,6829.286613,3983.750524,2.441509,22.202452,-94.851203
30.230000,1.208146,0.704752,64.329458,37.525517,6833.146380,3986.002055,5.310722,21.151449,-94.904811
30.240000,1.207730,0.704509,64.341539,37.532565,6837.006873,3988.254009,8.118661,19.944810,-94.958429
30.250000,1.207314,0.704267,64.353617,37.539610,6840.868090,3990.506386,10.856876,18.586065,-95.012057
30.260000,1.206899,0.704024,64.365690,37.546652,6844.730031,3992.759185,13.517118,17.079205,-95.065695
30.270000,1.206483,0.703782,64.377759,37.553693,6848.592696,3995.012406,16.091364,15.428668,-95.119343
30.280000,1.206067,0.703539,64.389824,37.560731,6852.456086,3997.266050,18.571845,13.639327,-95.173001
30.290000,1.205652,0.703297,64.401884,37.567766,6856.320199,3999.520116,20.951061,11.716475,-95.226669
30.300000,1.205237,0.703055,64.413941,37.574799,6860.185035,4001.774604,23.221815,9.665814,-95.280348
30.310000,1.204822,0.702813,64.425993,37.581829,6864.050595,4004.029514,25.377225,7.493433,-95.334036
30.320000,1.204407,0.702571,64.438041,37.588858,6867.916878,4006.284845,27.410752,5.205790,-95.387734
30.330000,1.203992,0.702329,64.450086,37.595883,6871.783883,4008.540598,29.316217,2.809701,-95.441443
30.340000,1.203577,0.702087,64.462125,37.602907,6875.651610,4010.796773,31.087819,0.312308,-95.495161
30.350000,1.203163,0.701845,64.474161,37.609927,6879.520060,4013.053368,32.720157,-2.278930,-95.548890
30.360000,1.202749,0.701603,64.486193,37.616946,6883.389231,4015.310385,34.208242,-4.956270,-95.602628
30.370000,1.202334,0.701362,64.498220,37.623962,6887.259125,4017.567823,35.547517,-7.711699,-95.656377
30.380000,1.201920,0.701120,64.510244,37.630976,6891.129739,4019.825681,36.733866,-10.536964,-95.710135
30.390000,1.201506,0.700879,64.522263,37.637987,6895.001075,4022.083960,37.763633,-13.423593,-95.763904
30.400000,1.201093,0.700637,64.534278,37.644995,6898.873132,4024.342660,38.633629,-16.362921,-95.817682
30.410000,1.200679,0.700396,64.546289,37.652002,6902.745909,4026.601780,39.341144,-19.346118,-95.871471
30.420000,1.200266,0.700155,64.558296,37.659006,6906.619407,4028.861321,39.883955,-22.364213,-95.925270
30.430000,1.199852,0.699914,64.570298,37.666007,6910.493625,4031.121281,40.260337,-25.408120,-95.979078
30.440000,1.199439,0.699673,64.582297,37.673007,6914.368563,4033.381661,40.469061,-28.468670,-96.032897
30.450000,1.199026,0.699432,64.594291,37.680003,6918.244220,4035.642462,40.509406,-31.536634,-96.086725
30.460000,1.198613,0.699191,64.606282,37.686998,6922.120597,4037.903682,40.381159,-34.602751,-96.140564
30.470000,1.198200,0.698950,64.618268,37.693989,6925.997693,4040.165321,40.084614,-37.657760,-96.194412
30.480000,1.197788,0.698709,64.630250,37.700979,6929.875508,4042.427380,39.620576,-40.692423,-96.248271
30.490000,1.197375,0.698469,64.642228,37.707966,6933.754042,4044.689858,38.990357,-43.697557,-96.302139
30.500000,1.196963,0.698228,64.654201,37.714951,6937.633294,4046.952755,38.195771,-46.664059,-96.356018
30.510000,1.196551,0.697988,64.666171,37.721933,6941.513264,4049.216071,37.239132,-49.582934,-96.409906
30.520000,1.196139,0.697747,64.678136,37.728913,6945.393952,4051.479805,36.123246,-52.445325,-96.463805
30.530000,1.195727,0.697507,64.690098,37.735890,6949.275358,4053.743959,34.851405,-55.242537,-96.517713
30.540000,1.195315,0.697267,64.702055,37.742865,6953.157481,4056.008531,33.427375,-57.966065,-96.571632
30.550000,1.194903,0.697027,64.714008,37.749838,6957.040322,4058.273521,31.855387,-60.607619,-96.625560
30.560000,1.194492,0.696787,64.725957,37.756808,6960.923879,4060.538930,30.140122,-63.159151,-96.679498
30.570000,1.194080,0.696547,64.737902,37.763776,6964.808153,4062.804756,28.286703,-65.612877,-96.733447
30.580000,1.193669,0.696307,64.749843,37.770742,6968.693144,4065.071001,26.300675,-67.961306,-96.787405
30.590000,1.193258,0.696067,64.761780,37.777705,6972.578851,4067.337663,24.187989,-70.197255,-96.841373
30.600000,1.192847,0.695827,64.773712,37.784665,6976.465273,4069.604743,21.954988,-72.313880,-96.895351
30.610000,1.192436,0.695588,64.785641,37.791624,6980.352412,4071.872240,19.608383,-74.304692,-96.949339
30.620000,1.192026,0.695348,64.797565,37.798580,6984.240266,4074.140155,17.155239,-76.163578,-97.003337
30.630000,1.191615,0.695109,64.809485,37.805533,6988.128835,4076.408487,14.602949,-77.884820,-97.057345
30.640000,1.191205,0.694869,64.821401,37.812484,6992.018119,4078.677236,11.959215,-79.463114,-97.111363
30.650000,1.190795,0.694630,64.833314,37.819433,6995.908118,4080.946402,9.232022,-80.893584,-97.165391
30.660000,1.190384,0.694391,64.845221,37.826379,6999.798831,4083.215985,6.429618,-82.171803,-97.219428
30.670000,1.189975,0.694152,64.857125,37.833323,7003.690259,4085.485984,3.560485,-83.293799,-97.273476
30.680000,1.189565,0.693913,64.869025,37.840265,7007.582400,4087.756400,0.633319,-84.256075,-97.327533
30.690000,1.189155,0.693674,64.880921,37.847204,7011.475255,4090.027232,-2.343004,-85.055616,-97.381601
30.700000,1.188746,0.693435,64.892812,37.854140,7015.368824,4092.298481,-5.359447,-85.689899,-97.435678
30.710000,1.188336,0.693196,64.904700,37.861075,7019.263106,4094.570145,-8.406844,-86.156903,-97.489765
30.720000,1.187927,0.692957,64.916583,37.868007,7023.158101,4096.842226,-11.475928,-86.455115,-97.543863
30.730000,1.187518,0.692719,64.928462,37.874936,7027.053809,4099.114722,-14.557355,-86.583536,-97.597970
30.740000,1.187109,0.692480,64.940338,37.881864,7030.950229,4101.387634,-17.641737,-86.541683,-97.652087
30.750000,1.186700,0.692242,64.952209,37.888788,7034.847362,4103.660961,-20.719668,-86.329591,-97.706213
30.760000,1.186291,0.692003,64.964076,37.895711,7038.745206,4105.934704,-23.781754,-85.947817,-97.760350
30.770000,1.185883,0.691765,64.975939,37.902631,7042.643762,4108.208861,-26.818640,-85.397433,-97.814497
30.780000,1.185474,0.691527,64.987797,37.909548,7046.543030,4110.483434,-29.821041,-84.680031,-97.868653
30.790000,1.185066,0.691289,64.999652,37.916464,7050.443009,4112.758422,-32.779768,-83.797712,-97.922820
30.800000,1.184658,0.691051,65.011503,37.923377,7054.343700,4115.033825,-35.685759,-82.753082,-97.976996
30.810000,1.184250,0.690813,65.023349,37.930287,7058.245101,4117.309642,-38.530102,-81.549248,-98.031182
30.820000,1.183842,0.690575,65.035192,37.937195,7062.147212,4119.585874,-41.304069,-80.189804,-98.085378
30.830000,1.183435,0.690337,65.047030,37.944101,7066.050034,4121.862520,-43.999139,-78.678826,-98.139584
30.840000,1.183027,0.690099,65.058865,37.951004,7069.953566,4124.139580,-46.607023,-77.020855,-98.193800
30.850000,1.182620,0.689861,65.070695,37.957905,7073.857807,4126.417054,-49.119694,-75.220885,-98.248025
30.860000,1.182212,0.689624,65.082521,37.964804,7077.762759,4128.694943,-51.529408,-73.284354,-98.302261
30.870000,1.181805,0.689386,65.094343,37.971700,7081.668419,4130.973245,-53.828729,-71.217117,-98.356506
30.880000,1.181398,0.689149,65.106161,37.978594,7085.574789,4133.251960,-56.010556,-69.025438,-98.410761
30.890000,1.180991,0.688912,65.117975,37.985486,7089.481867,4135.531089,-58.068137,-66.715969,-98.465026
30.900000,1.180585,0.688674,65.129785,37.992375,7093.389655,4137.810632,-59.995099,-64.295725,-98.519301
30.910000,1.180178,0.688437,65.141591,37.999261,7097.298150,4140.090588,-61.785463,-61.772071,-98.573585
30.920000,1.179772,0.688200,65.153393,38.006146,7101.207354,4142.370956,-63.433663,-59.152694,-98.627880
30.930000,1.179365,0.687963,65.165191,38.013028,7105.117265,4144.651738,-64.934566,-56.445581,-98.682184
30.940000,1.178959,0.687726,65.176984,38.019907,7109.027884,4146.932932,-66.283485,-53.658996,-98.736498
30.950000,1.178553,0.687489,65.188774,38.026785,7112.939211,4149.214539,-67.476196,-50.801454,-98.790822
30.960000,1.178147,0.687253,65.200559,38.033660,7116.851244,4151.496559,-68.508954,-47.881696,-98.845156
30.970000,1.177742,0.687016,65.212341,38.040532,7120.763985,4153.778991,-69.378498,-44.908662,-98.899500
30.980000,1.177336,0.686779,65.224118,38.047402,7124.677432,4156.061835,-70.082069,-41.891462,-98.953853
30.990000,1.176931,0.686543,65.235892,38.054270,7128.591585,4158.345091,-70.617416,-38.839352,-99.008216
31.000000,1.176525,0.686306,65.247661,38.061135,7132.506445,4160.628759,-70.982802,-35.761702,-99.062590
31.010000,1.176120,0.686070,65.259426,38.067999,7136.422010,4162.912839,-71.177012,-32.667969,-99.116972
31.020000,1.175715,0.685834,65.271187,38.074859,7140.338282,4165.197331,-71.199359,-29.567668,-99.171365
31.030000,1.175310,0.685598,65.282944,38.081718,7144.255258,4167.482234,-71.049682,-26.470343,-99.225767
31.040000,1.174905,0.685362,65.294698,38.088574,7148.172940,4169.767548,-70.728350,-23.385535,-99.280180
31.050000,1.174501,0.685125,65.306447,38.095427,7152.091327,4172.053274,-70.236264,-20.322758,-99.334602
31.060000,1.174096,0.684890,65.318192,38.102278,7156.010418,4174.339411,-69.574850,-17.291464,-99.389034
31.070000,1.173692,0.684654,65.329933,38.109127,7159.930214,4176.625958,-68.746057,-14.301016,-99.443475
31.080000,1.173288,0.684418,65.341669,38.115974,7163.850714,4178.912917,-67.752354,-11.360661,-99.497927
31.090000,1.172884,0.684182,65.353402,38.122818,7167.771919,4181.200286,-66.596720,-8.479497,-99.552388
31.100000,1.172480,0.683947,65.365131,38.129660,7171.693826,4183.488065,-65.282635,-5.666449,-99.606859
31.110000,1.172076,0.683711,65.376856,38.136499,7175.616438,4185.776255,-63.814075,-2.930239,-99.661339
31.120000,1.171672,0.683476,65.388577,38.143336,7179.539752,4188.064856,-62.195494,-0.279359,-99.715830
31.130000,1.171269,0.683240,65.400293,38.150171,7183.463770,4190.353866,-60.431813,2.277955,-99.770330
31.140000,1.170866,0.683005,65.412006,38.157004,7187.388490,4192.643286,-58.528407,4.733751,-99.824840
31.150000,1.170462,0.682770,65.423715,38.163834,7191.313913,4194.933116,-56.491088,7.080381,-99.879360
31.160000,1.170059,0.682535,65.435419,38.170661,7195.240039,4197.223356,-54.326086,9.310531,-99.933889
31.170000,1.169656,0.682300,65.447120,38.177487,7199.166866,4199.514005,-52.040033,11.417238,-99.988429
31.180000,1.169254,0.682065,65.458817,38.184310,7203.094395,4201.805064,-49.639941,13.393918,-100.042978
31.190000,1.168851,0.681830,65.470509,38.191130,7207.022625,4204.096531,-47.133180,15.234382,-100.097536
31.200000,1.168448,0.681595,65.482198,38.197949,7210.951557,4206.388408,-44.527457,16.932860,-100.152105
31.210000,1.168046,0.681360,65.493882,38.204765,7214.881190,4208.680694,-41.830794,18.484013,-100.206683
31.220000,1.167644,0.681125,65.505563,38.211578,7218.811524,4210.973389,-39.051501,19.882959,-100.261271
31.230000,1.167242,0.680891,65.517239,38.218389,7222.742558,4213.266492,-36.198149,21.125279,-100.315869
31.240000,1.166840,0.680656,65.528911,38.225198,7226.674293,4215.560004,-33.279551,22.207039,-100.370476
31.250000,1.166438,0.680422,65.540580,38.232005,7230.606728,4217.853924,-30.304724,23.124799,-100.425093
31.260000,1.166036,0.680188,65.552244,38.238809,7234.539862,4220.148253,-27.282873,23.875624,-100.479720
31.270000,1.165635,0.679953,65.563905,38.245611,7238.473697,4222.442990,-24.223353,24.457098,-100.534357
31.280000,1.165233,0.679719,65.575561,38.252411,7242.408230,4224.738134,-21.135646,24.867324,-100.589003
31.290000,1.164832,0.679485,65.587213,38.259208,7246.343463,4227.033687,-18.029328,25.104941,-100.643659
31.300000,1.164431,0.679251,65.598862,38.266003,7250.279395,4229.329647,-14.914043,25.169117,-100.698325
31.310000,1.164030,0.679017,65.610506,38.272795,7254.216025,4231.626015,-11.799470,25.059565,-100.753000
31.320000,1.163629,0.678783,65.622146,38.279585,7258.153354,4233.922790,-8.695294,24.776533,-100.807685
31.330000,1.163228,0.678550,65.633782,38.286373,7262.091381,4236.219972,-5.611178,24.320812,-100.862380
31.340000,1.162827,0.678316,65.645415,38.293159,7266.030106,4238.517562,-2.556726,23.693729,-100.917085
31.350000,1.162427,0.678082,65.657043,38.299942,7269.969528,4240.815558,0.458536,22.897148,-100.971799
31.360000,1.162027,0.677849,65.668667,38.306723,7273.909648,4243.113961,3.425200,21.933459,-101.026523
31.370000,1.161627,0.677615,65.680288,38.313501,7277.850466,4245.412772,6.334001,20.805578,-101.081256
31.380000,1.161226,0.677382,65.691904,38.320277,7281.791980,4247.711988,9.175845,19.516934,-101.136000
31.390000,1.160827,0.677149,65.703516,38.327051,7285.734191,4250.011611,11.941839,18.071459,-101.190753
31.400000,1.160427,0.676916,65.715124,38.333823,7289.677098,4252.311641,14.623321,16.473579,-101.245515
31.410000,1.160027,0.676683,65.726729,38.340592,7293.620702,4254.612076,17.211882,14.728198,-101.300288
31.420000,1.159628,0.676449,65.738329,38.347359,7297.565002,4256.912918,19.699399,12.840684,-101.355069
31.430000,1.159228,0.676217,65.749925,38.354123,7301.509997,4259.214165,22.078056,10.816856,-101.409861
31.440000,1.158829,0.675984,65.761517,38.360885,7305.455688,4261.515818,24.340369,8.662961,-101.464662
31.450000,1.158430,0.675751,65.773106,38.367645,7309.402075,4263.817877,26.479214,6.385657,-101.519473
31.460000,1.158031,0.675518,65.784690,38.374403,7313.349156,4266.120341,28.487843,3.991996,-101.574294
31.470000,1.157632,0.675286,65.796270,38.381158,7317.296932,4268.423210,30.359913,1.489398,-101.629124
31.480000,1.157234,0.675053,65.807847,38.387911,7321.245403,4270.726485,32.089501,-1.114370,-101.683964
31.490000,1.156835,0.674820,65.819419,38.394661,7325.194568,4273.030165,33.671123,-3.811217,-101.738813
31.500000,1.156437,0.674588,65.830987,38.401409,7329.144427,4275.334249,35.099756,-6.592757,-101.793673
31.510000,1.156038,0.674356,65.842552,38.408155,7333.094980,4277.638739,36.370850,-9.450327,-101.848541
31.520000,1.155640,0.674124,65.854112,38.414899,7337.046227,4279.943633,37.480344,-12.375023,-101.903420
31.530000,1.155242,0.673891,65.865669,38.421640,7340.998167,4282.248931,38.424681,-15.357721,-101.958308
31.540000,1.154845,0.673659,65.877221,38.428379,7344.950801,4284.554634,39.200818,-18.389108,-102.013206
31.550000,1.154447,0.673427,65.888769,38.435115,7348.904127,4286.860741,39.806235,-21.459709,-102.068113
31.560000,1.154049,0.673195,65.900314,38.441850,7352.858146,4289.167252,40.238948,-24.559922,-102.123030
31.570000,1.153652,0.672964,65.911854,38.448582,7356.812857,4291.474166,40.497510,-27.680040,-102.177956
31.580000,1.153255,0.672732,65.923391,38.455311,7360.768260,4293.781485,40.581021,-30.810287,-102.232893
31.590000,1.152857,0.672500,65.934923,38.462039,7364.724356,4296.089207,40.489128,-33.940848,-102.287838
31.600000,1.152460,0.672269,65.946452,38.468764,7368.681143,4298.397333,40.222030,-37.061896,-102.342794
31.610000,1.152064,0.672037,65.957977,38.475486,7372.638621,4300.705862,39.780475,-40.163628,-102.397759
31.620000,1.151667,0.671806,65.969497,38.482207,7376.596791,4303.014795,39.165760,-43.236293,-102.452733
31.630000,1.151270,0.671574,65.981014,38.488925,7380.555652,4305.324130,38.379728,-46.270222,-102.507717
31.640000,1.150874,0.671343,65.992527,38.495641,7384.515204,4307.633869,37.424760,-49.255860,-102.562711
31.650000,1.150477,0.671112,66.004035,38.502354,7388.475446,4309.944010,36.303773,-52.183797,-102.617715
31.660000,1.150081,0.670881,66.015540,38.509065,7392.436378,4312.254554,35.020206,-55.044795,-102.672727
