t, portAccel, starAccel, portVel, starVel, portDist, starDist, xPos, yPos, theta
0.000000,3.422339,1.996364,0.034235,0.019971,0.002054,0.001198,0.001626,-0.000005,-0.000029
0.010000,3.421160,1.995677,0.068459,0.039934,0.006162,0.003594,0.004878,-0.000026,-0.000086
0.020000,3.419982,1.994989,0.102670,0.059891,0.012322,0.007188,0.009754,-0.000074,-0.000171
0.030000,3.418804,1.994302,0.136870,0.079841,0.020534,0.011978,0.016255,-0.000158,-0.000285
0.040000,3.417627,1.993616,0.171058,0.099784,0.030798,0.017965,0.024379,-0.000291,-0.000428
0.050000,3.416450,1.992929,0.205234,0.119720,0.043112,0.025148,0.034126,-0.000482,-0.000599
0.060000,3.415273,1.992243,0.239399,0.139649,0.057475,0.033527,0.045495,-0.000744,-0.000798
0.070000,3.414097,1.991557,0.273552,0.159572,0.073889,0.043102,0.058484,-0.001088,-0.001026
0.080000,3.412921,1.990871,0.307692,0.179487,0.092350,0.053871,0.073093,-0.001525,-0.001283
0.090000,3.411746,1.990185,0.341822,0.199396,0.112859,0.065835,0.089320,-0.002066,-0.001567
0.100000,3.410571,1.989500,0.375939,0.219298,0.135416,0.078993,0.107165,-0.002723,-0.001881
0.110000,3.409396,1.988815,0.410045,0.239193,0.160018,0.093344,0.126626,-0.003508,-0.002222
0.120000,3.408222,1.988130,0.444139,0.259081,0.186667,0.108889,0.147703,-0.004433,-0.002593
0.130000,3.407049,1.987445,0.478221,0.278962,0.215360,0.125627,0.170393,-0.005510,-0.002991
0.140000,3.405875,1.986761,0.512292,0.298837,0.246098,0.143557,0.194695,-0.006751,-0.003418
0.150000,3.404702,1.986076,0.546350,0.318704,0.278879,0.162679,0.220608,-0.008168,-0.003873
0.160000,3.403530,1.985392,0.580397,0.338565,0.313702,0.182993,0.248130,-0.009774,-0.004357
0.170000,3.402358,1.984709,0.614433,0.358419,0.350568,0.204498,0.277259,-0.011581,-0.004869
0.180000,3.401186,1.984025,0.648456,0.378266,0.389476,0.227194,0.307995,-0.013602,-0.005409
0.190000,3.400015,1.983342,0.682468,0.398106,0.430424,0.251081,0.340334,-0.015850,-0.005978
0.200000,3.398844,1.982659,0.716468,0.417940,0.473412,0.276157,0.374275,-0.018337,-0.006575
0.210000,3.397673,1.981976,0.750457,0.437766,0.518439,0.302423,0.409816,-0.021077,-0.007201
0.220000,3.396503,1.981294,0.784433,0.457586,0.565505,0.329878,0.446956,-0.024082,-0.007854
0.230000,3.395334,1.980611,0.818398,0.477399,0.614609,0.358522,0.485691,-0.027366,-0.008536
0.240000,3.394164,1.979929,0.852352,0.497205,0.665750,0.388354,0.526019,-0.030942,-0.009247
0.250000,3.392995,1.979247,0.886293,0.517004,0.718928,0.419375,0.567939,-0.034824,-0.009985
0.260000,3.391827,1.978566,0.920223,0.536797,0.774141,0.451582,0.611447,-0.039025,-0.010752
0.270000,3.390659,1.977884,0.954142,0.556583,0.831390,0.484977,0.656541,-0.043558,-0.011547
0.280000,3.389491,1.977203,0.988048,0.576361,0.890673,0.519559,0.703219,-0.048439,-0.012370
0.290000,3.388324,1.976522,1.021943,0.596133,0.951989,0.555327,0.751478,-0.053680,-0.013222
0.300000,3.387157,1.975842,1.055826,0.615899,1.015339,0.592281,0.801314,-0.059295,-0.014102
0.310000,3.385991,1.975161,1.089698,0.635657,1.080721,0.630420,0.852725,-0.065299,-0.015010
0.320000,3.384825,1.974481,1.123558,0.655409,1.148134,0.669745,0.905708,-0.071707,-0.015946
0.330000,3.383659,1.973801,1.157406,0.675154,1.217579,0.710254,0.960260,-0.078531,-0.016911
0.340000,3.382494,1.973121,1.191243,0.694892,1.289053,0.751948,1.016377,-0.085787,-0.017904
0.350000,3.381329,1.972442,1.225068,0.714623,1.362557,0.794825,1.074055,-0.093489,-0.018924
0.360000,3.380164,1.971763,1.258881,0.734347,1.438090,0.838886,1.133292,-0.101653,-0.019973
0.370000,3.379000,1.971083,1.292683,0.754065,1.515651,0.884130,1.194084,-0.110292,-0.021051
0.380000,3.377837,1.970405,1.326473,0.773776,1.595239,0.930556,1.256427,-0.119421,-0.022156
0.390000,3.376673,1.969726,1.360251,0.793480,1.676854,0.978165,1.320316,-0.129056,-0.023290
0.400000,3.375510,1.969048,1.394018,0.813177,1.760495,1.026956,1.385749,-0.139212,-0.024451
0.410000,3.374348,1.968370,1.427773,0.832867,1.846162,1.076928,1.452720,-0.149903,-0.025641
0.420000,3.373186,1.967692,1.461516,0.852551,1.933853,1.128081,1.521225,-0.161145,-0.026859
0.430000,3.372024,1.967014,1.495248,0.872228,2.023568,1.180414,1.591261,-0.172954,-0.028105
0.440000,3.370863,1.966337,1.528968,0.891898,2.115306,1.233928,1.662822,-0.185345,-0.029379
0.450000,3.369702,1.965660,1.562677,0.911562,2.209066,1.288622,1.735904,-0.198333,-0.030681
0.460000,3.368542,1.964983,1.596374,0.931218,2.304849,1.344495,1.810502,-0.211933,-0.032012
0.470000,3.367382,1.964306,1.630059,0.950868,2.402652,1.401547,1.886611,-0.226163,-0.033370
0.480000,3.366222,1.963630,1.663733,0.970511,2.502476,1.459778,1.964226,-0.241037,-0.034757
0.490000,3.365063,1.962953,1.697395,0.990147,2.604320,1.519187,2.043342,-0.256572,-0.036171
0.500000,3.363904,1.962277,1.731046,1.009777,2.708183,1.579773,2.123953,-0.272783,-0.037614
0.510000,3.362745,1.961602,1.764685,1.029400,2.814064,1.641537,2.206053,-0.289687,-0.039084
0.520000,3.361587,1.960926,1.798313,1.049016,2.921963,1.704478,2.289638,-0.307299,-0.040583
0.530000,3.360430,1.960251,1.831928,1.068625,3.031878,1.768596,2.374700,-0.325637,-0.042109
0.540000,3.359272,1.959576,1.865533,1.088227,3.143810,1.833889,2.461235,-0.344715,-0.043664
0.550000,3.358116,1.958901,1.899125,1.107823,3.257758,1.900359,2.549235,-0.364552,-0.045247
0.560000,3.356959,1.958226,1.932707,1.127412,3.373720,1.968004,2.638695,-0.385162,-0.046857
0.570000,3.355803,1.957552,1.966276,1.146994,3.491697,2.036823,2.729608,-0.406564,-0.048496
0.580000,3.354647,1.956878,1.999834,1.166570,3.611687,2.106817,2.821968,-0.428772,-0.050162
0.590000,3.353492,1.956204,2.033381,1.186139,3.733690,2.177986,2.915767,-0.451805,-0.051857
0.600000,3.352337,1.955530,2.066916,1.205701,3.857705,2.250328,3.010998,-0.475679,-0.053579
0.610000,3.351183,1.954857,2.100439,1.225256,3.983731,2.323843,3.107655,-0.500411,-0.055330
0.620000,3.350029,1.954183,2.133951,1.244805,4.111768,2.398531,3.205730,-0.526017,-0.057108
0.630000,3.348875,1.953510,2.167451,1.264346,4.241815,2.474392,3.305216,-0.552515,-0.058914
0.640000,3.347722,1.952838,2.200940,1.283882,4.373872,2.551425,3.406104,-0.579922,-0.060748
0.650000,3.346569,1.952165,2.234417,1.303410,4.507937,2.629630,3.508387,-0.608254,-0.062610
0.660000,3.345416,1.951493,2.267883,1.322932,4.644010,2.709006,3.612058,-0.637530,-0.064500
0.670000,3.344264,1.950821,2.301337,1.342447,4.782090,2.789552,3.717106,-0.667765,-0.066418
0.680000,3.343113,1.950149,2.334780,1.361955,4.922177,2.871270,3.823525,-0.698979,-0.068364
0.690000,3.341961,1.949477,2.368211,1.381456,5.064269,2.954157,3.931306,-0.731187,-0.070337
0.700000,3.340810,1.948806,2.401630,1.400951,5.208367,3.038214,4.040439,-0.764407,-0.072338
0.710000,3.339660,1.948135,2.435038,1.420439,5.354469,3.123440,4.150916,-0.798657,-0.074368
0.720000,3.338510,1.947464,2.468435,1.439920,5.502575,3.209836,4.262728,-0.833954,-0.076425
0.730000,3.337360,1.946793,2.501820,1.459395,5.652685,3.297399,4.375864,-0.870316,-0.078510
0.740000,3.336211,1.946123,2.535194,1.478863,5.804796,3.386131,4.490317,-0.907760,-0.080622
0.750000,3.335062,1.945453,2.568556,1.498324,5.958910,3.476031,4.606075,-0.946304,-0.082763
0.760000,3.333913,1.944783,2.601906,1.517779,6.115024,3.567097,4.723128,-0.985966,-0.084931
0.770000,3.332765,1.944113,2.635246,1.537227,6.273139,3.659331,4.841468,-1.026763,-0.087127
0.780000,3.331617,1.943444,2.668573,1.556668,6.433253,3.752731,4.961082,-1.068712,-0.089351
0.790000,3.330470,1.942774,2.701889,1.576102,6.595366,3.847297,5.081961,-1.111833,-0.091602
0.800000,3.329323,1.942105,2.735194,1.595530,6.759478,3.943029,5.204094,-1.156142,-0.093882
0.810000,3.328177,1.941436,2.768487,1.614951,6.925587,4.039926,5.327469,-1.201657,-0.096189
0.820000,3.327030,1.940768,2.801769,1.634365,7.093694,4.137988,5.452075,-1.248396,-0.098524
0.830000,3.325885,1.940099,2.835039,1.653773,7.263796,4.237214,5.577902,-1.296378,-0.100886
0.840000,3.324739,1.939431,2.868298,1.673174,7.435894,4.337605,5.704936,-1.345619,-0.103276
0.850000,3.323594,1.938763,2.901546,1.692568,7.609987,4.439159,5.833167,-1.396138,-0.105694
0.860000,3.322450,1.938096,2.934782,1.711956,7.786073,4.541876,5.962582,-1.447952,-0.108140
0.870000,3.321306,1.937428,2.968006,1.731337,7.964154,4.645756,6.093169,-1.501081,-0.110613
0.880000,3.320162,1.936761,3.001219,1.750711,8.144227,4.750799,6.224914,-1.555540,-0.113114
0.890000,3.319018,1.936094,3.034421,1.770079,8.326292,4.857004,6.357806,-1.611349,-0.115643
0.900000,3.317875,1.935427,3.067611,1.789440,8.510349,4.964370,6.491831,-1.668525,-0.118199
0.910000,3.316733,1.934761,3.100790,1.808794,8.696396,5.072898,6.626976,-1.727086,-0.120783
0.920000,3.315591,1.934095,3.133957,1.828142,8.884434,5.182586,6.763228,-1.787051,-0.123395
0.930000,3.314449,1.933428,3.167113,1.847483,9.074460,5.293435,6.900572,-1.848436,-0.126034
0.940000,3.313307,1.932763,3.200257,1.866817,9.266476,5.405444,7.038994,-1.911261,-0.128701
0.950000,3.312166,1.932097,3.233390,1.886144,9.460479,5.518613,7.178481,-1.975542,-0.131396
0.960000,3.311026,1.931432,3.266512,1.905465,9.656470,5.632941,7.319018,-2.041297,-0.134118
0.970000,3.309885,1.930767,3.299622,1.924780,9.854447,5.748428,7.460590,-2.108546,-0.136867
0.980000,3.308746,1.930102,3.332721,1.944087,10.054411,5.865073,7.603182,-2.177304,-0.139645
0.990000,3.307606,1.929437,3.365809,1.963388,10.256359,5.982876,7.746779,-2.247591,-0.142449
1.000000,3.306467,1.928772,3.398885,1.982683,10.460292,6.101837,7.891366,-2.319423,-0.145282
1.010000,3.305328,1.928108,3.431949,2.001971,10.666209,6.221955,8.036926,-2.392819,-0.148142
1.020000,3.304190,1.927444,3.465003,2.021252,10.874109,6.343230,8.183444,-2.467796,-0.151029
1.030000,3.303052,1.926780,3.498045,2.040526,11.083992,6.465662,8.330903,-2.544373,-0.153944
1.040000,3.301915,1.926117,3.531075,2.059794,11.295857,6.589250,8.479288,-2.622565,-0.156887
1.050000,3.300778,1.925454,3.564094,2.079055,11.509702,6.713993,8.628580,-2.702392,-0.159857
1.060000,3.299641,1.924791,3.597102,2.098310,11.725528,6.839892,8.778764,-2.783871,-0.162855
1.070000,3.298505,1.924128,3.630098,2.117557,11.943334,6.966945,8.929822,-2.867018,-0.165880
1.080000,3.297369,1.923465,3.663084,2.136799,12.163119,7.095153,9.081737,-2.951852,-0.168932
1.090000,3.296233,1.922803,3.696057,2.156033,12.384883,7.224515,9.234490,-3.038389,-0.172012
1.100000,3.295098,1.922140,3.729020,2.175261,12.608624,7.355031,9.388063,-3.126648,-0.175120
1.110000,3.293963,1.921479,3.761971,2.194483,12.834342,7.486700,9.542439,-3.216645,-0.178255
1.120000,3.292829,1.920817,3.794910,2.213698,13.062037,7.619521,9.697599,-3.308397,-0.181417
1.130000,3.291695,1.920155,3.827838,2.232906,13.291707,7.753496,9.853524,-3.401922,-0.184607
1.140000,3.290561,1.919494,3.860755,2.252107,13.523352,7.888622,10.010194,-3.497236,-0.187824
1.150000,3.289428,1.918833,3.893661,2.271302,13.756972,8.024900,10.167591,-3.594356,-0.191069
1.160000,3.288295,1.918172,3.926555,2.290491,13.992565,8.162330,10.325695,-3.693299,-0.194341
1.170000,3.287163,1.917512,3.959438,2.309672,14.230132,8.300910,10.484485,-3.794082,-0.197641
1.180000,3.286031,1.916851,3.992310,2.328847,14.469670,8.440641,10.643942,-3.896721,-0.200968
1.190000,3.284899,1.916191,4.025170,2.348016,14.711180,8.581522,10.804045,-4.001233,-0.204322
1.200000,3.283768,1.915531,4.058019,2.367178,14.954662,8.723553,10.964773,-4.107635,-0.207704
1.210000,3.282637,1.914872,4.090857,2.386333,15.200113,8.866733,11.126106,-4.215942,-0.211113
1.220000,3.281507,1.914212,4.123683,2.405482,15.447534,9.011061,11.288022,-4.326170,-0.214549
1.230000,3.280376,1.913553,4.156498,2.424624,15.696924,9.156539,11.450499,-4.438336,-0.218013
1.240000,3.279247,1.912894,4.189302,2.443760,15.948282,9.303164,11.613515,-4.552456,-0.221504
1.250000,3.278117,1.912235,4.222095,2.462888,16.201608,9.450938,11.777049,-4.668545,-0.225022
1.260000,3.276989,1.911577,4.254876,2.482011,16.456900,9.599858,11.941078,-4.786620,-0.228568
1.270000,3.275860,1.910918,4.287646,2.501127,16.714159,9.749926,12.105580,-4.906695,-0.232141
1.280000,3.274732,1.910260,4.320404,2.520236,16.973383,9.901140,12.270530,-5.028786,-0.235741
1.290000,3.273604,1.909602,4.353151,2.539338,17.234572,10.053500,12.435907,-5.152909,-0.239369
1.300000,3.272477,1.908945,4.385888,2.558434,17.497726,10.207007,12.601686,-5.279077,-0.243024
1.310000,3.271350,1.908287,4.418612,2.577524,17.762842,10.361658,12.767843,-5.407308,-0.246706
1.320000,3.270223,1.907630,4.451326,2.596607,18.029922,10.517454,12.934355,-5.537614,-0.250416
1.330000,3.269097,1.906973,4.484028,2.615683,18.298963,10.674395,13.101198,-5.670011,-0.254152
1.340000,3.267971,1.906317,4.516719,2.634753,18.569967,10.832481,13.268345,-5.804513,-0.257916
1.350000,3.266846,1.905660,4.549399,2.653816,18.842931,10.991709,13.435773,-5.941135,-0.261707
1.360000,3.265721,1.905004,4.582067,2.672873,19.117855,11.152082,13.603457,-6.079890,-0.265526
1.370000,3.264596,1.904348,4.614724,2.691923,19.394738,11.313597,13.771370,-6.220793,-0.269371
1.380000,3.263472,1.903692,4.647370,2.710966,19.673580,11.476255,13.939487,-6.363857,-0.273244
1.390000,3.262348,1.903036,4.680005,2.730003,19.954381,11.640055,14.107781,-6.509096,-0.277144
1.400000,3.261224,1.902381,4.712629,2.749033,20.237138,11.804997,14.276227,-6.656522,-0.281071
1.410000,3.260101,1.901726,4.745241,2.768057,20.521853,11.971081,14.444798,-6.806151,-0.285026
1.420000,3.258979,1.901071,4.777842,2.787074,20.808523,12.138305,14.613467,-6.957993,-0.289007
1.430000,3.257856,1.900416,4.810432,2.806085,21.097149,12.306670,14.782206,-7.112062,-0.293016
1.440000,3.256734,1.899762,4.843010,2.825089,21.387730,12.476176,14.950988,-7.268371,-0.297052
1.450000,3.255613,1.899108,4.875577,2.844087,21.680264,12.646821,15.119785,-7.426931,-0.301115
1.460000,3.254492,1.898453,4.908134,2.863078,21.974752,12.818606,15.288569,-7.587755,-0.305205
1.470000,3.253371,1.897800,4.940679,2.882062,22.271193,12.991529,15.457312,-7.750855,-0.309322
1.480000,3.252251,1.897146,4.973212,2.901040,22.569586,13.165592,15.625986,-7.916242,-0.313466
1.490000,3.251131,1.896493,5.005735,2.920012,22.869930,13.340792,15.794560,-8.083927,-0.317638
1.500000,3.250011,1.895840,5.038246,2.938977,23.172225,13.517131,15.963007,-8.253922,-0.321836
1.510000,3.248892,1.895187,5.070746,2.957935,23.476469,13.694607,16.131296,-8.426238,-0.326062
1.520000,3.247773,1.894534,5.103235,2.976887,23.782664,13.873220,16.299397,-8.600884,-0.330315
1.530000,3.246654,1.893882,5.135713,2.995832,24.090806,14.052970,16.467282,-8.777872,-0.334595
1.540000,3.245536,1.893229,5.168179,3.014771,24.400897,14.233857,16.634919,-8.957211,-0.338901
1.550000,3.244419,1.892578,5.200635,3.033704,24.712935,14.415879,16.802277,-9.138911,-0.343235
1.560000,3.243301,1.891926,5.233079,3.052629,25.026920,14.599037,16.969327,-9.322981,-0.347596
1.570000,3.242184,1.891274,5.265512,3.071549,25.342851,14.783330,17.136037,-9.509432,-0.351984
1.580000,3.241068,1.890623,5.297934,3.090461,25.660727,14.968757,17.302375,-9.698271,-0.356399
1.590000,3.239952,1.889972,5.330344,3.109368,25.980547,15.155319,17.468310,-9.889508,-0.360841
1.600000,3.238836,1.889321,5.362744,3.128267,26.302312,15.343015,17.633810,-10.083150,-0.365310
1.610000,3.237720,1.888670,5.395132,3.147161,26.626020,15.531845,17.798843,-10.279206,-0.369806
1.620000,3.236605,1.888020,5.427510,3.166047,26.951670,15.721808,17.963376,-10.477683,-0.374329
1.630000,3.235491,1.887370,5.459876,3.184927,27.279263,15.912903,18.127376,-10.678589,-0.378879
1.640000,3.234377,1.886720,5.492230,3.203801,27.608797,16.105131,18.290811,-10.881931,-0.383456
1.650000,3.233263,1.886070,5.524574,3.222668,27.940271,16.298492,18.453648,-11.087715,-0.388059
1.660000,3.232149,1.885420,5.556907,3.241529,28.273686,16.492983,18.615852,-11.295948,-0.392690
1.670000,3.231036,1.884771,5.589228,3.260383,28.609039,16.688606,18.777391,-11.506636,-0.397348
1.680000,3.229924,1.884122,5.621539,3.279231,28.946332,16.885360,18.938229,-11.719784,-0.402032
1.690000,3.228811,1.883473,5.653838,3.298072,29.285562,17.083245,19.098334,-11.935398,-0.406744
1.700000,3.227699,1.882825,5.686126,3.316907,29.626730,17.282259,19.257670,-12.153484,-0.411482
1.710000,3.226588,1.882176,5.718403,3.335735,29.969834,17.482403,19.416203,-12.374044,-0.416248
1.720000,3.225477,1.881528,5.750669,3.354557,30.314874,17.683676,19.573897,-12.597085,-0.421040
1.730000,3.224366,1.880880,5.782924,3.373372,30.661849,17.886079,19.730718,-12.822609,-0.425859
1.740000,3.223255,1.880232,5.815167,3.392181,31.010759,18.089610,19.886631,-13.050620,-0.430705
1.750000,3.222145,1.879585,5.847400,3.410983,31.361603,18.294269,20.041599,-13.281121,-0.435578
1.760000,3.221036,1.878937,5.879621,3.429779,31.714381,18.500055,20.195586,-13.514116,-0.440478
1.770000,3.219926,1.878290,5.911832,3.448569,32.069091,18.706969,20.348557,-13.749605,-0.445404
1.780000,3.218818,1.877644,5.944031,3.467351,32.425732,18.915011,20.500475,-13.987592,-0.450357
1.790000,3.217709,1.876997,5.976219,3.486128,32.784306,19.124178,20.651303,-14.228077,-0.455338
1.800000,3.216601,1.876351,6.008396,3.504898,33.144809,19.334472,20.801006,-14.471062,-0.460345
1.810000,3.215493,1.875704,6.040562,3.523661,33.507243,19.545892,20.949545,-14.716547,-0.465378
1.820000,3.214386,1.875058,6.072717,3.542418,33.871606,19.758437,21.096884,-14.964533,-0.470439
1.830000,3.213279,1.874413,6.104861,3.561169,34.237898,19.972107,21.242985,-15.215020,-0.475526
1.840000,3.212172,1.873767,6.136994,3.579913,34.606117,20.186902,21.387810,-15.468006,-0.480641
1.850000,3.211066,1.873122,6.169116,3.598651,34.976264,20.402821,21.531323,-15.723491,-0.485781
1.860000,3.209960,1.872477,6.201226,3.617382,35.348338,20.619864,21.673484,-15.981473,-0.490949
1.870000,3.208855,1.871832,6.233326,3.636107,35.722337,20.838030,21.814256,-16.241950,-0.496144
1.880000,3.207750,1.871187,6.265414,3.654825,36.098262,21.057320,21.953600,-16.504920,-0.501365
1.890000,3.206645,1.870543,6.297492,3.673537,36.476112,21.277732,22.091478,-16.770380,-0.506613
1.900000,3.205541,1.869899,6.329558,3.692242,36.855885,21.499266,22.227851,-17.038326,-0.511887
1.910000,3.204437,1.869255,6.361614,3.710941,37.237582,21.721923,22.362681,-17.308755,-0.517189
1.920000,3.203333,1.868611,6.393658,3.729634,37.621202,21.945701,22.495927,-17.581662,-0.522517
1.930000,3.202230,1.867968,6.425691,3.748320,38.006743,22.170600,22.627552,-17.857043,-0.527871
1.940000,3.201127,1.867324,6.457714,3.767000,38.394206,22.396620,22.757515,-18.134891,-0.533253
1.950000,3.200025,1.866681,6.489725,3.785673,38.783589,22.623761,22.885777,-18.415202,-0.538661
1.960000,3.198923,1.866038,6.521725,3.804340,39.174893,22.852021,23.012298,-18.697969,-0.544096
1.970000,3.197821,1.865396,6.553715,3.823000,39.568116,23.081401,23.137039,-18.983186,-0.549557
1.980000,3.196720,1.864753,6.585693,3.841654,39.963257,23.311900,23.259960,-19.270843,-0.555045
1.990000,3.195619,1.864111,6.617660,3.860302,40.360317,23.543518,23.381020,-19.560935,-0.560560
2.000000,3.194519,1.863469,6.649616,3.878943,40.759294,23.776255,23.500180,-19.853453,-0.566101
2.010000,3.193419,1.862828,6.681561,3.897577,41.160188,24.010109,23.617399,-20.148387,-0.571669
2.020000,3.192319,1.862186,6.713495,3.916206,41.562997,24.245082,23.732637,-20.445728,-0.577264
2.030000,3.191219,1.861545,6.745419,3.934828,41.967723,24.481171,23.845853,-20.745466,-0.582885
2.040000,3.190120,1.860904,6.777331,3.953443,42.374362,24.718378,23.957006,-21.047591,-0.588533
2.050000,3.189022,1.860263,6.809232,3.972052,42.782916,24.956701,24.066057,-21.352092,-0.594207
2.060000,3.187924,1.859622,6.841122,3.990655,43.193384,25.196140,24.172963,-21.658956,-0.599908
2.070000,3.186826,1.858982,6.873002,4.009251,43.605764,25.436695,24.277685,-21.968172,-0.605636
2.080000,3.185728,1.858342,6.904870,4.027841,44.020056,25.678366,24.380180,-22.279726,-0.611390
2.090000,3.184631,1.857702,6.936727,4.046424,44.436260,25.921151,24.480410,-22.593607,-0.617170
2.100000,3.183534,1.857062,6.968573,4.065001,44.854374,26.165051,24.578331,-22.909798,-0.622977
2.110000,3.182438,1.856422,7.000409,4.083572,45.274398,26.410066,24.673903,-23.228287,-0.628811
2.120000,3.181342,1.855783,7.032233,4.102136,45.696332,26.656194,24.767085,-23.549058,-0.634671
2.130000,3.180247,1.855144,7.064047,4.120694,46.120175,26.903436,24.857836,-23.872095,-0.640558
2.140000,3.179151,1.854505,7.095849,4.139245,46.545926,27.151790,24.946114,-24.197382,-0.646471
2.150000,3.178057,1.853866,7.127641,4.157790,46.973585,27.401258,25.031878,-24.524902,-0.652411
2.160000,3.176962,1.853228,7.159421,4.176329,47.403150,27.651837,25.115087,-24.854637,-0.658377
2.170000,3.175868,1.852590,7.191191,4.194861,47.834621,27.903529,25.195700,-25.186571,-0.664370
2.180000,3.174774,1.851952,7.222949,4.213387,48.267998,28.156332,25.273674,-25.520682,-0.670389
2.190000,3.173681,1.851314,7.254697,4.231907,48.703280,28.410247,25.348970,-25.856954,-0.676434
2.200000,3.172588,1.850676,7.286434,4.250420,49.140466,28.665272,25.421545,-26.195365,-0.682506
2.210000,3.171495,1.850039,7.318160,4.268927,49.579556,28.921408,25.491358,-26.535895,-0.688605
2.220000,3.170403,1.849402,7.349875,4.287427,50.020548,29.178653,25.558369,-26.878522,-0.694730
2.230000,3.169311,1.848765,7.381579,4.305921,50.463443,29.437008,25.622536,-27.223226,-0.700881
2.240000,3.168220,1.848128,7.413272,4.324409,50.908239,29.696473,25.683817,-27.569983,-0.707059
2.250000,3.167129,1.847492,7.444954,4.342890,51.354937,29.957046,25.742172,-27.918770,-0.713263
2.260000,3.166038,1.846856,7.476625,4.361365,51.803534,30.218728,25.797560,-28.269564,-0.719494
2.270000,3.164948,1.846220,7.508286,4.379833,52.254031,30.481518,25.849939,-28.622340,-0.725750
2.280000,3.163858,1.845584,7.539935,4.398296,52.706427,30.745416,25.899270,-28.977074,-0.732034
2.290000,3.162768,1.844948,7.571574,4.416751,53.160722,31.010421,25.945510,-29.333738,-0.738343
2.300000,3.161679,1.844313,7.603202,4.435201,53.616914,31.276533,25.988620,-29.692308,-0.744679
2.310000,3.160590,1.843678,7.634818,4.453644,54.075003,31.543752,26.028558,-30.052756,-0.751042
2.320000,3.159502,1.843043,7.666424,4.472081,54.534988,31.812077,26.065286,-30.415055,-0.757430
2.330000,3.158414,1.842408,7.698019,4.490511,54.996870,32.081507,26.098761,-30.779175,-0.763845
2.340000,3.157326,1.841774,7.729603,4.508935,55.460646,32.352043,26.128944,-31.145088,-0.770287
2.350000,3.156239,1.841139,7.761177,4.527353,55.926316,32.623685,26.155795,-31.512765,-0.776754
2.360000,3.155152,1.840505,7.792739,4.545764,56.393881,32.896430,26.179274,-31.882175,-0.783248
2.370000,3.154065,1.839871,7.824291,4.564169,56.863338,33.170281,26.199341,-32.253287,-0.789769
2.380000,3.152979,1.839238,7.855831,4.582568,57.334688,33.445235,26.215957,-32.626068,-0.796315
2.390000,3.151893,1.838604,7.887361,4.600961,57.807930,33.721292,26.229082,-33.000488,-0.802888
2.400000,3.150808,1.837971,7.918880,4.619347,58.283062,33.998453,26.238678,-33.376512,-0.809487
2.410000,3.149723,1.837338,7.950388,4.637726,58.760086,34.276717,26.244705,-33.754108,-0.816112
2.420000,3.148638,1.836706,7.981885,4.656100,59.238999,34.556083,26.247125,-34.133240,-0.822764
2.430000,3.147554,1.836073,8.013372,4.674467,59.719801,34.836551,26.245899,-34.513873,-0.829442
2.440000,3.146470,1.835441,8.044847,4.692828,60.202492,35.118120,26.240989,-34.895971,-0.836146
2.450000,3.145386,1.834809,8.076312,4.711182,60.687071,35.400791,26.232357,-35.279499,-0.842876
2.460000,3.144303,1.834177,8.107766,4.729530,61.173537,35.684563,26.219965,-35.664419,-0.849632
2.470000,3.143220,1.833545,8.139209,4.747872,61.661889,35.969435,26.203775,-36.050692,-0.856415
2.480000,3.142138,1.832914,8.170641,4.766207,62.152128,36.255408,26.183752,-36.438280,-0.863224
2.490000,3.141056,1.832283,8.202062,4.784536,62.644251,36.542480,26.159857,-36.827145,-0.870059
2.500000,3.139974,1.831652,8.233473,4.802859,63.138260,36.830652,26.132054,-37.217245,-0.876920
2.510000,3.138893,1.831021,8.264873,4.821176,63.634152,37.119922,26.100307,-37.608541,-0.883808
2.520000,3.137812,1.830390,8.296262,4.839486,64.131928,37.410291,26.064580,-38.000991,-0.890721
2.530000,3.136731,1.829760,8.327640,4.857790,64.631586,37.701759,26.024837,-38.394552,-0.897661
2.540000,3.135651,1.829130,8.359007,4.876087,65.133127,37.994324,25.981043,-38.789182,-0.904627
2.550000,3.134571,1.828500,8.390364,4.894379,65.636548,38.287987,25.933164,-39.184838,-0.911619
2.560000,3.133492,1.827870,8.421709,4.912664,66.141851,38.582746,25.881164,-39.581475,-0.918637
2.570000,3.132412,1.827241,8.453044,4.930942,66.649034,38.878603,25.825010,-39.979049,-0.925681
2.580000,3.131334,1.826611,8.484368,4.949215,67.158096,39.175556,25.764669,-40.377513,-0.932751
2.590000,3.130255,1.825982,8.515682,4.967481,67.669037,39.473605,25.700105,-40.776822,-0.939848
2.600000,3.129177,1.825353,8.546984,4.985741,68.181856,39.772749,25.631288,-41.176929,-0.946970
2.610000,3.128100,1.824725,8.578276,5.003994,68.696552,40.072989,25.558184,-41.577785,-0.954119
2.620000,3.127022,1.824096,8.609557,5.022242,69.213126,40.374323,25.480761,-41.979344,-0.961293
2.630000,3.125946,1.823468,8.640827,5.040483,69.731575,40.676752,25.398988,-42.381555,-0.968494
2.640000,3.124869,1.822840,8.672087,5.058717,70.251900,40.980275,25.312834,-42.784368,-0.975721
2.650000,3.123793,1.822213,8.703335,5.076946,70.774101,41.284892,25.222268,-43.187735,-0.982974
2.660000,3.122717,1.821585,8.734573,5.095168,71.298175,41.590602,25.127261,-43.591602,-0.990252
2.670000,3.121642,1.820958,8.765800,5.113384,71.824123,41.897405,25.027782,-43.995920,-0.997557
